"","id","class","new_classes","representative","Number_of_CDS","Number_of_exons","intron_in_UTR","overlaps"
"4734","maker_00176798_RA",6,"6","YES",4,4,"no","no"
"4080","maker_00175408_RJ",1,"1","NO",3,4,"yes","no"
"2644","maker_00172756_RA",6,"6","YES",1,1,"no","no"
"1240","maker_00169206_RA",6,"6","YES",2,2,"no","no"
"1125","maker_00168916_RA",6,"6","YES",3,3,"no","no"
"8716","maker_00174884_RB",5,"5C","NO",2,3,"yes","no"
"2320","mikado.Super_Scaffold_1000004G2671.1",5,"5C","YES",2,2,"no","no"
"2869","maker_00173227_RA",6,"6","YES",3,3,"no","no"
"8307","maker_00174179_RA",5,"5C","YES",3,4,"yes","no"
"7192","maker_00172061_RA",6,"6","YES",3,3,"no","no"
"2409","maker_00172103_RH",3,"3","NO",7,7,"no","no"
"3117","maker_00173642_RA",3,"3","YES",11,12,"yes","no"
"2007","maker_00171089_RA",6,"6","YES",1,1,"no","no"
"5177","maker_00167119_RA",6,"6","YES",2,2,"no","no"
"3606","mikado.Super_Scaffold_1000004G4975.1",4,"4","YES",3,3,"no","no"
"824","maker_00168080_RA",6,"6","YES",4,4,"no","no"
"6445","maker_00170354_RA",6,"6","YES",2,2,"no","no"
"6207","maker_00169811_RA",6,"6","YES",4,4,"no","no"
"8449","maker_00174406_RA",3,"3","YES",9,9,"no","no"
"7585","maker_00172730_RA",4,"4","YES",1,1,"no","no"
"8971","mikado.Super_Scaffold_1000004G5696.3",3,"3","NO",8,9,"yes","no"
"1053","maker_00168735_RA",6,"6","YES",3,3,"no","no"
"1484","maker_00169761_RG",3,"3","NO",8,8,"no","no"
"5263","maker_00167319_RA",6,"6","YES",5,5,"no","no"
"5567","maker_00168263_RA",5,"5F","YES",1,1,"no","no"
"1639","maker_00170175_RA",6,"6","YES",2,2,"no","no"
"2490","maker_00172337_RA",6,"6","YES",2,2,"no","no"
"3800","maker_00174864_RF",3,"3","NO",8,8,"no","no"
"9405","maker_00176075_RA",4,"4","YES",2,2,"no","no"
"6456","maker_00170387_RA",6,"6","YES",3,3,"no","no"
"6590","maker_00170723_RA",6,"6","YES",3,3,"no","no"
"3516","maker_00174379_RF",3,"3","NO",17,17,"no","no"
"7111","maker_00171904_RI",1,"1","NO",13,13,"no","no"
"5215","maker_00167203_RA",6,"6","YES",6,6,"no","no"
"3384","maker_00174153_RE",1,"1","NO",8,9,"yes","no"
"9811","maker_00176853_RA",5,"5B","YES",1,1,"no","yes"
"2837","maker_00173138_RA",6,"6","YES",5,5,"no","no"
"7688","maker_00172949_RD",1,"1","NO",6,6,"no","no"
"8146","maker_00173887_RA",6,"6","YES",4,4,"no","no"
"8003","mikado.Super_Scaffold_1000004G3921.1",3,"3","YES",3,4,"yes","no"
"7021","maker_00171642_RH",3,"3","NO",5,5,"no","no"
"2300","maker_00171861_RA",6,"6","YES",6,6,"no","no"
"6670","maker_00170847_RB",1,"1","NO",4,4,"no","no"
"5632","maker_00168403_RA",6,"6","YES",3,3,"no","no"
"1059","maker_00168737_RF",3,"3","NO",2,4,"yes","no"
"9204","maker_00175735_RA",6,"6","YES",2,2,"no","no"
"4759","maker_00176848_RA",4,"4","YES",1,1,"no","no"
"8147","maker_00173888_RA",1,"1","YES",21,21,"no","no"
"7536","maker_00172632_RA",3,"3","YES",8,8,"no","no"
"6132","maker_00169564_RA",4,"4","YES",2,2,"no","no"
"8741","maker_00174927_RA",6,"6","YES",4,4,"no","no"
"3958","mikado.Super_Scaffold_1000004G5519.1",5,"5C","YES",2,2,"no","no"
"4987","mikado.Super_Scaffold_1000004G413.1",5,"5F","YES",1,1,"no","no"
"7515","maker_00172586_RD",1,"1","YES",31,35,"yes","no"
"8507","maker_00174501_RC",1,"1","NO",12,12,"no","no"
"8771","maker_00175003_RA",6,"6","YES",2,2,"no","no"
"9044","maker_00175476_RA",6,"6","YES",4,4,"no","no"
"3817","mikado.Super_Scaffold_1000004G5327.5",5,"5C","NO",4,4,"no","no"
"9571","maker_00176364_RA",6,"6","YES",1,1,"no","no"
"5503","maker_00168050_RA",4,"4","YES",1,1,"no","no"
"4908","maker_00166279_RA",4,"4","YES",3,3,"no","no"
"3696","maker_00174700_RF",1,"1","NO",2,6,"yes","no"
"1071","maker_00168780_RA",6,"6","YES",1,1,"no","no"
"4940","maker_00166377_RF",3,"3","NO",11,13,"yes","no"
"4185","maker_00175666_RE",3,"3","NO",7,7,"no","yes"
"3404","maker_00174212_RF",3,"3","YES",1,2,"yes","no"
"9467","maker_00176196_RC",5,"5C","NO",5,9,"yes","no"
"4665","maker_00176642_RF",3,"3","NO",11,13,"yes","no"
"7733","maker_00173052_RA",3,"3","YES",19,19,"no","no"
"3434","maker_00174270_RC",3,"3","NO",6,6,"no","no"
"5786","maker_00168730_RA",6,"6","YES",2,2,"no","no"
"8647","maker_00174732_RA",3,"3","YES",3,4,"yes","no"
"5635","maker_00168406_RA",6,"6","YES",3,3,"no","no"
"7035","maker_00171679_RA",6,"6","YES",6,6,"no","no"
"3729","maker_00174738_RC",3,"3","YES",6,6,"no","no"
"9386","maker_00176039_RB",1,"1","NO",5,5,"no","no"
"6617","mikado.Super_Scaffold_1000004G1945.1",6,"6","YES",1,1,"no","no"
"1118","maker_00168901_RA",6,"6","YES",4,4,"no","no"
"3872","maker_00175006_RA",4,"4","YES",1,1,"no","no"
"9805","maker_00176821_RA",6,"6","YES",1,1,"no","no"
"2875","maker_00173240_RE",3,"3","NO",6,7,"yes","no"
"2516","maker_00172376_RE",3,"3","NO",3,4,"yes","no"
"2950","maker_00173378_RB",3,"3","NO",1,3,"yes","no"
"7778","maker_00173134_RA",6,"6","YES",1,1,"no","no"
"6942","maker_00171496_RE",3,"3","NO",6,7,"yes","no"
"2945","mikado.Super_Scaffold_1000004G3686.4",3,"3","NO",4,4,"no","no"
"4134","maker_00175544_RE",3,"3","NO",4,5,"yes","no"
"9787","maker_00176775_RB",3,"3","YES",7,7,"no","no"
"3541","maker_00174408_RD",3,"3","NO",3,3,"no","no"
"1345","maker_00169493_RA",6,"6","YES",7,7,"no","no"
"7162","maker_00172009_RE",3,"3","NO",15,16,"yes","no"
"2292","maker_00171830_RC",3,"3","NO",4,5,"yes","no"
"1663","mikado.Super_Scaffold_1000004G1583.1",5,"5C","YES",2,2,"no","no"
"3161","maker_00173700_RE",1,"1","NO",9,9,"no","no"
"1075","maker_00168790_RA",6,"6","YES",2,2,"no","no"
"9719","mikado.Super_Scaffold_1000004G6836.1",6,"6","YES",1,1,"no","no"
"2466","maker_00172297_RF",1,"1","YES",7,7,"no","no"
"8884","maker_00175193_RB",4,"4","NO",2,2,"no","no"
"1996","maker_00171051_RA",6,"6","YES",3,3,"no","no"
"7887","maker_00173407_RA",3,"3","NO",10,10,"no","no"
"8260","maker_00174082_RA",6,"6","YES",3,3,"no","no"
"3048","maker_00173508_RA",6,"6","YES",1,1,"no","no"
"3164","maker_00173700_RH",3,"3","NO",5,5,"no","no"
"438","maker_00167051_RA",6,"6","YES",4,4,"no","no"
"6402","maker_00170263_RA",6,"6","YES",1,1,"no","no"
"9496","maker_00176236_RA",6,"6","YES",1,1,"no","no"
"1747","maker_00170462_RA",6,"6","YES",4,4,"no","no"
"2731","maker_00172918_RA",5,"5C","YES",2,2,"no","no"
"1117","maker_00168898_RA",6,"6","YES",4,4,"no","no"
"1355","maker_00169514_RA",6,"6","YES",1,1,"no","no"
"385","maker_00166944_RA",4,"4","YES",2,2,"no","no"
"4064","maker_00175397_RD",5,"5C","NO",1,2,"yes","no"
"3421","maker_00174267_RF",3,"3","NO",1,2,"yes","no"
"8099","maker_00173801_RA",6,"6","YES",1,1,"no","no"
"1684","maker_00170304_RB",1,"1","NO",5,5,"no","no"
"2276","maker_00171775_RA",4,"4","YES",2,3,"yes","no"
"8074","maker_00173749_RA",6,"6","YES",2,2,"no","no"
"8743","maker_00174933_RB",3,"3","NO",7,8,"yes","no"
"6310","maker_00170055_RA",6,"6","YES",3,3,"no","no"
"5897","maker_00169035_RA",6,"6","YES",3,3,"no","no"
"5223","maker_00167217_RA",6,"6","YES",2,2,"no","no"
"9189","mikado.Super_Scaffold_1000004G5986.1",5,"5F","YES",1,1,"no","no"
"2691","maker_00172836_RA",6,"6","YES",4,4,"no","no"
"2139","maker_00171405_RA",5,"5C","YES",3,3,"no","no"
"784","maker_00168001_RA",6,"6","YES",4,4,"no","no"
"9649","maker_00176553_RA",6,"6","YES",7,7,"no","no"
"4831","maker_00166072_RA",6,"6","YES",2,2,"no","no"
"9942","maker_00235086_RA",6,"6","YES",2,2,"no","no"
"6601","maker_00170743_RA",6,"6","YES",3,3,"no","no"
"5986","maker_00169246_RA",6,"6","YES",3,3,"no","no"
"8942","mikado.Super_Scaffold_1000004G5653.1",5,"5F","YES",1,1,"no","no"
"82","maker_00166179_RA",6,"6","YES",2,2,"no","no"
"3382","maker_00174153_RC",1,"1","NO",11,11,"no","no"
"755","maker_00167893_RA",6,"6","YES",6,6,"no","no"
"2573","maker_00172570_RA",3,"3","YES",5,5,"no","yes"
"4708","maker_00176717_RC",1,"1","NO",2,2,"no","yes"
"9122","maker_00175602_RA",3,"3","YES",6,6,"no","yes"
"7095","maker_00171876_RA",6,"6","YES",1,1,"no","no"
"1829","maker_00170669_RG",1,"1","NO",9,10,"yes","no"
"7413","maker_00172460_RJ",1,"1","NO",13,13,"no","no"
"8312","mikado.Super_Scaffold_1000004G4518.1",5,"5F","YES",1,1,"no","no"
"1237","maker_00169199_RA",6,"6","YES",4,4,"no","no"
"8512","maker_00174508_RC",3,"3","NO",2,3,"yes","no"
"3539","maker_00174408_RB",3,"3","YES",2,2,"no","no"
"5184","maker_00167137_RA",6,"6","YES",1,1,"no","no"
"6829","maker_00171208_RA",1,"1","YES",9,11,"yes","no"
"9060","mikado.Super_Scaffold_1000004G5781.1",6,"6","YES",1,1,"no","no"
"9067","maker_00175492_RH",5,"5C","NO",3,3,"no","no"
"2452","maker_00172255_RA",6,"6","YES",2,2,"no","no"
"8789","maker_00175038_RC",3,"3","NO",10,11,"yes","no"
"3033","maker_00173487_RA",6,"6","YES",1,1,"no","no"
"6222","maker_00169848_RA",6,"6","YES",3,3,"no","no"
"9088","maker_00175534_RA",3,"3","YES",13,14,"yes","no"
"619","maker_00167572_RA",6,"6","YES",5,5,"no","no"
"5665","maker_00168462_RA",4,"4","YES",1,1,"no","no"
"6786","maker_00171099_RA",1,"1","YES",1,3,"yes","no"
"6330","maker_00170099_RA",5,"5C","YES",4,4,"no","no"
"5644","maker_00168421_RA",6,"6","YES",2,2,"no","no"
"1936","maker_00170930_RA",6,"6","YES",3,3,"no","no"
"8235","maker_00174026_RG",5,"5A","NO",11,12,"yes","yes"
"8245","maker_00174047_RF",1,"1","NO",10,11,"yes","no"
"5052","maker_00166685_RA",4,"4","YES",3,3,"no","no"
"1793","maker_00170535_RE",3,"3","NO",5,6,"yes","no"
"4822","maker_00166044_RA",6,"6","YES",5,5,"no","no"
"14","maker_00166003_RA",6,"6","YES",6,6,"no","no"
"7769","maker_00173120_RA",1,"1","YES",3,3,"no","no"
"9746","maker_00176708_RA",1,"1","YES",21,22,"yes","no"
"8850","maker_00175141_RA",5,"5F","YES",1,1,"no","no"
"5216","maker_00167204_RA",6,"6","YES",3,3,"no","no"
"4123","maker_00175514_RA",5,"5C","YES",5,5,"no","no"
"8447","maker_00174401_RI",3,"3","NO",2,3,"yes","no"
"840","maker_00168116_RA",6,"6","YES",7,7,"no","no"
"9736","maker_00176675_RD",1,"1","NO",3,4,"yes","no"
"5938","maker_00169157_RA",6,"6","YES",5,5,"no","no"
"4032","maker_00175314_RA",6,"6","YES",4,4,"no","no"
"4307","maker_00175925_RB",4,"4","NO",4,4,"no","no"
"4201","maker_00175684_RC",1,"1","YES",6,7,"yes","no"
"7292","maker_00172239_RA",6,"6","YES",1,1,"no","no"
"6700","maker_00170903_RA",6,"6","YES",1,1,"no","no"
"1190","maker_00169071_RA",6,"6","YES",3,3,"no","no"
"1102","maker_00168861_RA",6,"6","YES",2,2,"no","no"
"4763","maker_00176854_RB",1,"1","NO",3,3,"no","no"
"5175","maker_00167116_RA",6,"6","YES",4,4,"no","no"
"1958","mikado.Super_Scaffold_1000004G2054.2",3,"3","NO",26,26,"no","no"
"9493","mikado.Super_Scaffold_1000004G6379.1",5,"5F","YES",1,1,"no","no"
"5574","maker_00168278_RA",6,"6","YES",2,2,"no","no"
"6070","maker_00169404_RA",6,"6","YES",2,2,"no","no"
"8454","mikado.Super_Scaffold_1000004G4794.5",3,"3","NO",7,8,"yes","no"
"5001","maker_00166506_RA",6,"6","YES",1,1,"no","no"
"2913","maker_00173299_RA",3,"3","YES",2,2,"no","yes"
"578","maker_00167487_RA",6,"6","YES",4,4,"no","no"
"5617","maker_00168377_RA",6,"6","YES",4,4,"no","no"
"5360","maker_00167618_RA",6,"6","YES",5,5,"no","no"
"188","maker_00166498_RA",4,"4","YES",1,1,"no","no"
"5155","maker_00167070_RA",6,"6","YES",10,10,"no","no"
"7132","maker_00171933_RA",3,"3","YES",1,1,"no","no"
"4552","maker_00176462_RB",3,"3","NO",18,20,"yes","no"
"64","maker_00166130_RA",6,"6","YES",1,1,"no","no"
"7925","maker_00173505_RE",3,"3","YES",2,3,"yes","no"
"256","maker_00166639_RA",6,"6","YES",1,1,"no","no"
"7608","maker_00172773_RC",3,"3","NO",2,4,"yes","no"
"7974","maker_00173582_RC",3,"3","NO",4,4,"no","no"
"3783","maker_00174849_RA",2,"2C","YES",8,8,"no","no"
"5651","maker_00168436_RA",6,"6","YES",5,5,"no","no"
"4794","maker_00176927_RA",3,"3","YES",2,2,"no","no"
"776","maker_00167976_RA",6,"6","YES",2,2,"no","no"
"7637","maker_00172847_RA",1,"1","YES",12,13,"yes","no"
"2433","maker_00172164_RA",6,"6","YES",6,6,"no","no"
"445","maker_00167078_RA",6,"6","YES",5,5,"no","no"
"6231","maker_00169873_RA",6,"6","YES",2,2,"no","no"
"5405","maker_00167742_RA",6,"6","YES",5,5,"no","no"
"2476","maker_00172311_RB",3,"3","YES",3,3,"no","no"
"5511","maker_00168073_RA",6,"6","YES",2,2,"no","no"
"3575","mikado.Super_Scaffold_1000004G4877.3",3,"3","NO",4,7,"yes","no"
"3617","maker_00174567_RA",4,"4","YES",2,2,"no","no"
"359","maker_00166888_RA",6,"6","YES",1,1,"no","no"
"1886","maker_00170810_RG",1,"1","NO",14,14,"no","no"
"3947","maker_00175073_RB",3,"3","YES",11,12,"yes","no"
"9847","maker_00234841_RA",4,"4","YES",2,2,"no","no"
"6093","maker_00169450_RA",6,"6","YES",3,3,"no","no"
"2807","maker_00173071_RA",6,"6","YES",1,1,"no","no"
"9917","maker_00235020_RA",6,"6","YES",5,5,"no","no"
"7258","mikado.Super_Scaffold_1000004G2850.1",6,"6","YES",1,1,"no","no"
"6130","maker_00169553_RA",6,"6","YES",1,1,"no","no"
"4496","maker_00176315_RA",6,"6","YES",3,3,"no","no"
"3582","maker_00174496_RI",3,"3","NO",4,7,"yes","no"
"7184","maker_00172039_RA",6,"6","YES",1,1,"no","no"
"7969","maker_00173572_RF",3,"3","NO",8,14,"yes","no"
"8123","maker_00173826_RA",5,"5F","YES",1,1,"no","no"
"2532","maker_00172456_RA",3,"3","NO",3,5,"yes","no"
"8837","maker_00175119_RA",6,"6","YES",3,3,"no","no"
"2353","maker_00171993_RE",1,"1","NO",5,6,"yes","no"
"5230","maker_00167229_RA",6,"6","YES",2,2,"no","no"
"5148","maker_00167050_RA",6,"6","YES",5,5,"no","no"
"9944","maker_00235095_RA",6,"6","YES",8,8,"no","no"
"9413","maker_00176099_RA",6,"6","YES",7,7,"no","no"
"6938","maker_00171496_RA",3,"3","NO",7,8,"yes","no"
"7170","maker_00172017_RA",6,"6","YES",1,1,"no","no"
"271","maker_00166680_RA",6,"6","YES",4,4,"no","no"
"3932","maker_00175065_RA",1,"1","YES",20,22,"yes","no"
"4561","maker_00176474_RB",3,"3","YES",3,5,"yes","no"
"1257","maker_00169249_RA",6,"6","YES",2,2,"no","no"
"5988","maker_00169250_RF",1,"1","NO",36,37,"yes","no"
"8822","maker_00175094_RA",6,"6","YES",2,2,"no","no"
"576","maker_00167479_RA",6,"6","YES",3,3,"no","no"
"5550","maker_00168213_RA",6,"6","YES",6,6,"no","no"
"7529","maker_00172621_RA",6,"6","YES",2,2,"no","no"
"8753","maker_00174952_RD",3,"3","NO",11,11,"no","no"
"1448","maker_00169686_RA",6,"6","YES",5,5,"no","no"
"995","maker_00168541_RA",6,"6","YES",1,1,"no","no"
"8943","maker_00175353_RA",4,"4","YES",2,2,"no","no"
"4948","mikado.Super_Scaffold_1000004G250.1",6,"6","YES",1,1,"no","no"
"7973","maker_00173582_RB",3,"3","NO",3,5,"yes","no"
"4828","maker_00166063_RA",4,"4","YES",1,1,"no","no"
"9401","mikado.Super_Scaffold_1000004G6242.1",6,"6","YES",1,1,"no","no"
"3213","maker_00173778_RH",3,"3","NO",3,4,"yes","no"
"6888","maker_00171358_RA",3,"3","YES",1,2,"yes","no"
"9740","maker_00176683_RD",1,"1","NO",7,8,"yes","no"
"7957","mikado.Super_Scaffold_1000004G3853.1",6,"6","YES",1,1,"no","no"
"7399","maker_00172452_RF",3,"3","NO",14,14,"no","no"
"2294","maker_00171838_RA",4,"4","YES",2,2,"no","no"
"6133","maker_00169566_RA",6,"6","YES",2,2,"no","no"
"9309","mikado.Super_Scaffold_1000004G6134.1",6,"6","YES",1,1,"no","no"
"3378","maker_00174143_RE",3,"3","YES",4,4,"no","no"
"7159","maker_00172009_RB",3,"3","NO",15,16,"yes","no"
"3552","maker_00174422_RA",4,"4","YES",2,2,"no","no"
"1600","maker_00170082_RA",6,"6","YES",1,1,"no","no"
"786","maker_00168004_RA",6,"6","YES",4,4,"no","no"
"3246","maker_00173846_RA",6,"6","YES",4,4,"no","no"
"3772","maker_00174821_RA",5,"5F","YES",1,1,"no","no"
"9853","maker_00234855_RA",6,"6","YES",1,1,"no","no"
"4131","maker_00175543_RA",6,"6","YES",3,3,"no","no"
"4795","mikado.Super_Scaffold_1000004G7110.1",3,"3","YES",2,2,"no","no"
"224","maker_00166573_RA",6,"6","YES",2,2,"no","no"
"496","maker_00167276_RA",6,"6","YES",4,4,"no","no"
"979","maker_00168497_RA",6,"6","YES",3,3,"no","no"
"6894","mikado.Super_Scaffold_1000004G2299.1",6,"6","YES",2,2,"no","no"
"5809","maker_00168792_RA",6,"6","YES",9,9,"no","no"
"9432","maker_00176152_RA",6,"6","YES",2,2,"no","no"
"6576","maker_00170682_RH",3,"3","NO",4,6,"yes","no"
"1888","maker_00170816_RA",6,"6","YES",3,3,"no","no"
"168","maker_00166413_RA",6,"6","YES",4,4,"no","no"
"4306","maker_00175925_RA",5,"5C","NO",4,4,"no","no"
"5980","maker_00169237_RA",6,"6","YES",2,2,"no","no"
"366","maker_00166899_RA",4,"4","YES",3,3,"no","no"
"3039","mikado.Super_Scaffold_1000004G3805.4",3,"3","NO",5,6,"yes","no"
"603","maker_00167543_RA",6,"6","YES",2,2,"no","no"
"6884","maker_00171345_RJ",3,"3","NO",29,31,"yes","no"
"8533","mikado.Super_Scaffold_1000004G4972.1",6,"6","YES",1,1,"no","no"
"9810","mikado.Super_Scaffold_1000004G7027.1",5,"5C","YES",2,2,"no","no"
"9215","maker_00175755_RE",1,"1","NO",3,4,"yes","no"
"1158","maker_00168996_RA",6,"6","YES",2,2,"no","no"
"4358","maker_00176050_RA",6,"6","YES",3,3,"no","no"
"1629","maker_00170150_RC",3,"3","NO",8,8,"no","no"
"2474","maker_00172310_RA",5,"5C","YES",3,3,"no","no"
"2897","maker_00173270_RB",3,"3","NO",9,9,"no","no"
"7833","maker_00173287_RC",5,"5C","NO",3,5,"yes","no"
"5274","maker_00167341_RA",6,"6","YES",8,8,"no","no"
"7388","maker_00172429_RA",6,"6","YES",2,2,"no","no"
"8555","maker_00174589_RC",3,"3","NO",23,23,"no","no"
"1949","maker_00170965_RA",4,"4","YES",2,2,"no","no"
"1770","maker_00170496_RA",6,"6","YES",5,5,"no","no"
"4270","maker_00175855_RA",6,"6","YES",2,2,"no","no"
"5990","maker_00169250_RH",3,"3","NO",33,38,"yes","no"
"4779","mikado.Super_Scaffold_1000004G7095.1",6,"6","YES",3,3,"no","no"
"6472","maker_00170430_RA",4,"4","YES",4,4,"no","no"
"1309","maker_00169387_RD",1,"1","YES",5,5,"no","no"
"6500","maker_00170527_RA",6,"6","YES",1,1,"no","no"
"6740","maker_00171009_RC",1,"1","YES",9,9,"no","no"
"6492","maker_00170503_RA",6,"6","YES",2,2,"no","no"
"3773","maker_00174822_RA",5,"5C","YES",2,2,"no","no"
"6939","maker_00171496_RB",3,"3","NO",6,7,"yes","no"
"5308","maker_00167456_RA",6,"6","YES",8,8,"no","no"
"5880","maker_00168975_RA",4,"4","YES",2,2,"no","no"
"4419","maker_00176169_RA",6,"6","YES",1,1,"no","no"
"3101","maker_00173628_RG",1,"1","NO",8,9,"yes","no"
"3016","maker_00173470_RC",3,"3","YES",1,3,"yes","no"
"743","maker_00167865_RA",4,"4","YES",2,2,"no","no"
"7895","mikado.Super_Scaffold_1000004G3741.1",5,"5C","YES",1,2,"yes","no"
"4435","maker_00176188_RC",3,"3","NO",1,2,"yes","no"
"8298","mikado.Super_Scaffold_1000004G4464.1",5,"5F","YES",1,1,"no","no"
"2790","maker_00173041_RA",6,"6","YES",2,2,"no","no"
"4465","maker_00176273_RA",5,"5C","YES",2,2,"no","no"
"918","maker_00168282_RA",6,"6","YES",1,1,"no","no"
"1970","maker_00170986_RA",6,"6","YES",4,4,"no","no"
"3486","maker_00174344_RA",3,"3","YES",7,8,"yes","no"
"5641","maker_00168417_RA",6,"6","YES",7,7,"no","no"
"3852","maker_00174947_RB",5,"5C","NO",4,4,"no","no"
"4597","maker_00176514_RA",5,"5A","YES",5,5,"no","yes"
"5866","mikado.Super_Scaffold_1000004G993.1",6,"6","YES",1,1,"no","no"
"5985","maker_00169244_RA",6,"6","YES",1,1,"no","no"
"3286","maker_00173913_RF",3,"3","YES",5,6,"yes","no"
"5368","maker_00167635_RA",4,"4","YES",1,1,"no","no"
"9820","maker_00176884_RA",4,"4","YES",3,3,"no","no"
"1517","maker_00169858_RA",4,"4","YES",1,1,"no","no"
"5724","maker_00168581_RA",4,"4","YES",1,1,"no","no"
"2793","maker_00173048_RC",1,"1","NO",7,7,"no","no"
"9597","maker_00176441_RA",3,"3","YES",3,3,"no","no"
"3191","maker_00173732_RF",5,"5C","NO",8,10,"yes","no"
"6766","maker_00171061_RI",5,"5C","NO",9,10,"yes","no"
"5754","maker_00168640_RA",6,"6","YES",3,3,"no","no"
"5794","maker_00168760_RA",6,"6","YES",2,2,"no","no"
"3681","maker_00174684_RI",3,"3","YES",12,18,"yes","no"
"9915","maker_00235015_RA",6,"6","YES",3,3,"no","no"
"7705","mikado.Super_Scaffold_1000004G3349.1",6,"6","YES",1,1,"no","no"
"2809","maker_00173074_RA",6,"6","YES",1,1,"no","no"
"410","maker_00166989_RA",6,"6","YES",4,4,"no","no"
"5099","maker_00166918_RA",6,"6","YES",3,3,"no","no"
"1209","maker_00169121_RA",6,"6","YES",1,1,"no","no"
"3756","maker_00174797_RC",1,"1","NO",21,21,"no","no"
"6077","mikado.Super_Scaffold_1000004G1201.1",5,"5F","YES",1,1,"no","no"
"4723","maker_00176754_RD",3,"3","NO",7,7,"no","no"
"9092","maker_00175536_RE",1,"1","NO",9,10,"yes","no"
"162","maker_00166387_RA",6,"6","YES",5,5,"no","no"
"6571","maker_00170682_RB",3,"3","NO",7,7,"no","no"
"5598","maker_00168337_RA",6,"6","YES",2,2,"no","no"
"1626","maker_00170148_RA",5,"5F","YES",1,1,"no","no"
"4458","maker_00176252_RA",6,"6","YES",2,2,"no","no"
"3205","maker_00173769_RE",5,"5C","NO",12,12,"no","no"
"8299","maker_00174163_RA",6,"6","YES",1,1,"no","no"
"4517","maker_00176374_RD",3,"3","NO",19,23,"yes","no"
"2629","maker_00172705_RA",4,"4","YES",2,2,"no","no"
"721","maker_00167819_RA",4,"4","YES",2,2,"no","no"
"1642","maker_00170182_RA",6,"6","YES",3,3,"no","no"
"956","maker_00168424_RA",4,"4","YES",2,2,"no","no"
"9869","maker_00234895_RA",6,"6","YES",3,3,"no","no"
"1089","maker_00168834_RA",6,"6","YES",1,1,"no","no"
"7935","mikado.Super_Scaffold_1000004G3830.1",6,"6","YES",1,1,"no","no"
"8584","maker_00174626_RF",5,"5C","NO",5,7,"yes","no"
"8353","maker_00174292_RA",6,"6","YES",2,2,"no","no"
"7208","maker_00172071_RA",6,"6","YES",3,3,"no","no"
"4280","maker_00175864_RA",6,"6","YES",2,2,"no","no"
"7706","maker_00172988_RA",6,"6","YES",3,3,"no","no"
"402","maker_00166972_RA",6,"6","YES",6,6,"no","no"
"9270","maker_00175851_RC",3,"3","NO",5,5,"no","no"
"9521","maker_00176295_RC",3,"3","NO",8,8,"no","no"
"8635","maker_00174705_RA",6,"6","YES",2,2,"no","no"
"1429","maker_00169645_RA",6,"6","YES",3,3,"no","no"
"1150","maker_00168977_RA",6,"6","YES",1,1,"no","no"
"8464","maker_00174415_RH",3,"3","NO",4,5,"yes","no"
"4991","maker_00166485_RA",6,"6","YES",2,2,"no","no"
"401","maker_00166970_RA",6,"6","YES",6,6,"no","no"
"5728","maker_00168586_RA",6,"6","YES",6,6,"no","no"
"5458","maker_00167921_RA",4,"4","YES",1,1,"no","no"
"3913","maker_00175043_RB",3,"3","NO",1,2,"yes","no"
"3176","maker_00173709_RC",1,"1","NO",7,7,"no","no"
"1999","maker_00171055_RA",6,"6","YES",1,1,"no","no"
"7263","mikado.Super_Scaffold_1000004G2863.1",6,"6","YES",1,1,"no","no"
"5591","maker_00168327_RA",6,"6","YES",1,1,"no","no"
"2912","mikado.Super_Scaffold_1000004G3635.3",5,"5C","NO",3,3,"no","no"
"7894","mikado.Super_Scaffold_1000004G3726.1",5,"5F","YES",1,1,"no","no"
"3680","maker_00174684_RH",3,"3","NO",14,15,"yes","no"
"5537","maker_00168168_RA",6,"6","YES",2,2,"no","no"
"3251","maker_00173866_RA",6,"6","YES",1,1,"no","no"
"7127","mikado.Super_Scaffold_1000004G2684.1",5,"5F","YES",1,1,"no","no"
"2747","maker_00172955_RG",2,"2C","NO",5,8,"yes","no"
"5445","maker_00167877_RA",4,"4","YES",1,1,"no","no"
"8676","maker_00174799_RE",3,"3","NO",3,5,"yes","no"
"1573","maker_00169994_RA",6,"6","YES",2,2,"no","no"
"5570","maker_00168268_RA",6,"6","YES",2,2,"no","no"
"2472","mikado.Super_Scaffold_1000004G2933.10",3,"3","NO",5,5,"no","no"
"8369","maker_00174334_RA",3,"3","YES",2,4,"yes","no"
"1196","maker_00169091_RA",6,"6","YES",5,5,"no","no"
"5030","maker_00166596_RA",4,"4","YES",1,1,"no","no"
"6276","maker_00169998_RA",3,"3","YES",7,7,"no","no"
"1593","maker_00170051_RA",4,"4","YES",7,7,"no","no"
"7312","maker_00172264_RA",6,"6","YES",2,2,"no","no"
"6840","maker_00171208_RH",3,"3","NO",5,6,"yes","no"
"4192","maker_00175674_RB",1,"1","YES",3,3,"no","no"
"230","maker_00166584_RA",6,"6","YES",4,4,"no","no"
"6098","maker_00169468_RA",6,"6","YES",1,1,"no","no"
"477","maker_00167201_RA",6,"6","YES",9,9,"no","no"
"746","maker_00167872_RA",4,"4","YES",1,1,"no","no"
"7813","mikado.Super_Scaffold_1000004G3575.1",5,"5F","YES",1,1,"no","no"
"8211","mikado.Super_Scaffold_1000004G4302.6",5,"5C","YES",1,2,"yes","no"
"5959","maker_00169213_RA",3,"3","YES",22,22,"no","no"
